,MASS,COMMON_NAME,FORMULA
100,685.4683,"PE(12:0/20:3(8Z,11Z,14Z));PE(14:0/18:3(6Z,9Z,12Z));PE(14:0/18:3(9Z,12Z,15Z));PE(14:1(9Z)/18:2(9Z,12Z));PE(15:1(9Z)/17:2(9Z,12Z));PE(17:2(9Z,12Z)/15:1(9Z));PE(18:2(9Z,12Z)/14:1(9Z));PE(18:3(6Z,9Z,12Z)/14:0);PE(18:3(9Z,12Z,15Z)/14:0);PE(20:3(8Z,11Z,14Z)/12:0)",C37H68NO8P
101,685.5046,"PE(P-16:0/17:2(9Z,12Z))",C38H72NO7P
102,687.4839,"PE(12:0/20:2(11Z,14Z));PE(14:0/18:2(9Z,12Z));PE(14:1(9Z)/18:1(9Z));PE(15:0/17:2(9Z,12Z));PE(15:1(9Z)/17:1(9Z));PE(16:1(11Z)/16:1(11Z));PE(16:1(5Z)/16:1(5Z));PE(16:1(9Z)/16:1(9Z));PE(17:1(9Z)/15:1(9Z));PE(17:2(9Z,12Z)/15:0);PE(18:1(9Z)/14:1(9Z));PE(18:2(9Z,12Z)/14:0);PE(20:2(11Z,14Z)/12:0)",C37H70NO8P
103,687.5203,"PE(O-16:0/17:2(9Z,12Z));PE(P-16:0/17:1(9Z));PE(P-18:0/15:1(9Z))",C38H74NO7P
104,689.4996,PE(12:0/20:1(11Z));PE(13:0/19:1(9Z));PE(14:0/18:1(9Z));PE(14:1(9Z)/18:0);PE(15:0/16:0(9Cp));PE(15:0/17:1(9Z));PE(15:1(9Z)/17:0);PE(16:0/16:1(9Z));PE(16:1(9Z)/16:0);PE(17:0/15:1(9Z));PE(17:1(9Z)/15:0);PE(18:0/14:1(9Z));PE(18:1(9Z)/14:0);PE(19:1(9Z)/13:0);PE(20:1(11Z)/12:0),C37H72NO8P
105,689.5359,PE(O-16:0/17:1(9Z));PE(O-18:0/15:1(9Z));PE(P-16:0/17:0);PE(P-18:0/15:0);PE(P-20:0/13:0),C38H76NO7P
106,691.5152,PE(12:0/20:0);PE(13:0/19:0);PE(14:0/18:0);PE(15:0/17:0);PE(16:0(15Me)/14:0(13Me));PE(16:0/16:0);PE(17:0/15:0);PE(18:0/14:0);PE(19:0/13:0);PE(20:0/12:0),C37H74NO8P
107,691.5516,PE(O-16:0/17:0);PE(O-18:0/15:0);PE(O-20:0/13:0),C38H78NO7P
108,695.4526,"PE(13:0/20:5(5Z,8Z,11Z,14Z,17Z));PE(15:1(9Z)/18:4(6Z,9Z,12Z,15Z));PE(18:4(6Z,9Z,12Z,15Z)/15:1(9Z));PE(20:5(5Z,8Z,11Z,14Z,17Z)/13:0)",C38H66NO8P
109,695.489,"PE(P-16:0/18:4(6Z,9Z,12Z,15Z))",C39H70NO7P
110,697.4683,"PE(13:0/20:4(5Z,8Z,11Z,14Z));PE(15:0/18:4(6Z,9Z,12Z,15Z));PE(15:1(9Z)/18:3(6Z,9Z,12Z));PE(15:1(9Z)/18:3(9Z,12Z,15Z));PE(18:3(6Z,9Z,12Z)/15:1(9Z));PE(18:3(9Z,12Z,15Z)/15:1(9Z));PE(18:4(6Z,9Z,12Z,15Z)/15:0);PE(20:4(5Z,8Z,11Z,14Z)/13:0)",C38H68NO8P
111,697.5046,"-;PE(O-16:0/18:4(6Z,9Z,12Z,15Z));PE(P-16:0/18:3(6Z,9Z,12Z));PE(P-16:0/18:3(9Z,12Z,15Z))",C39H72NO7P
112,699.4839,"PE(13:0/20:3(8Z,11Z,14Z));PE(15:0/18:3(6Z,9Z,12Z));PE(15:0/18:3(9Z,12Z,15Z));PE(15:1(9Z)/18:2(9Z,12Z));PE(16:1(9Z)/17:2(9Z,12Z));PE(17:2(9Z,12Z)/16:1(9Z));PE(18:2(9Z,12Z)/15:1(9Z));PE(18:3(6Z,9Z,12Z)/15:0);PE(18:3(9Z,12Z,15Z)/15:0);PE(20:3(8Z,11Z,14Z)/13:0)",C38H70NO8P
113,699.5203,"PE(O-16:0/18:3(6Z,9Z,12Z));PE(O-16:0/18:3(9Z,12Z,15Z));PE(P-16:0/18:2(9Z,12Z))",C39H74NO7P
