,MASS,COMMON_NAME,FORMULA
115,705.5309,PC(10:0/20:0);PC(11:0/19:0);PC(12:0/18:0);PC(13:0/17:0);PC(14:0/16:0);PC(15:0/15:0);PC(16:0/14:0);PC(17:0/13:0);PC(18:0/12:0);PC(19:0/11:0);PC(20:0/10:0);PC(9:0/21:0),C38H76NO8P
116,705.5672,PC(O-16:0/15:0);PC(O-18:0/13:0),C39H80NO7P
117,711.4839,"PC(13:0/18:4(6Z,9Z,12Z,15Z));PC(18:4(6Z,9Z,12Z,15Z)/13:0)",C39H70NO8P
118,713.4996,"PC(13:0/18:3(6Z,9Z,12Z));PC(13:0/18:3(9Z,12Z,15Z));PC(14:1(9Z)/17:2(9Z,12Z));PC(17:2(9Z,12Z)/14:1(9Z));PC(18:3(6Z,9Z,12Z)/13:0);PC(18:3(9Z,12Z,15Z)/13:0)",C39H72NO8P
119,713.5359,"PC(O-14:0/18:3(9Z,12Z,15Z))",C40H76NO7P
120,715.5152,"PC(13:0/18:2(9Z,12Z));PC(14:0/17:2(9Z,12Z));PC(14:1(9Z)/17:1(9Z));PC(15:1(9Z)/16:1(9Z));PC(16:1(9Z)/15:1(9Z));PC(17:1(9Z)/14:1(9Z));PC(17:2(9Z,12Z)/14:0);PC(18:2(9Z,12Z)/13:0)",C39H74NO8P
121,715.5516,"PC(O-14:0/18:2(9Z,12Z));PC(P-14:0/18:1(9Z));PC(P-16:0/16:1(9Z));PC(P-18:0/14:1(9Z));PC(P-18:1(11Z)/14:0);PC(P-18:1(9Z)/14:0)",C40H78NO7P
122,717.5309,PC(12:0/19:1(9Z));PC(13:0/18:1(9Z));PC(14:0/17:1(9Z));PC(14:1(9Z)/17:0);PC(15:0/16:1(9Z));PC(15:1(9Z)/16:0);PC(16:0/15:1(14));PC(16:0/15:1(9Z));PC(16:1(9Z)/15:0);PC(17:0/14:1(9Z));PC(17:1(9Z)/14:0);PC(18:1(9Z)/13:0);PC(19:1(9Z)/12:0),C39H76NO8P
123,717.5672,PC(O-14:0/18:1(9Z));PC(O-16:0/16:1(9Z));PC(O-18:0/14:1(9Z));PC(P-16:0/16:0);PC(P-18:0/14:0);PC(P-20:0/12:0),C40H80NO7P
124,719.5465,PC(10:0/21:0);PC(11:0/20:0);PC(12:0/19:0);PC(13:0/18:0);PC(14:0/17:0);PC(15:0/16:0);PC(16:0/15:0);PC(17:0/14:0);PC(18:0/13:0);PC(19:0/12:0);PC(20:0/11:0);PC(21:0/10:0);PC(9:0/22:0),C39H78NO8P
125,719.5829,PC(O-14:0/18:0);PC(O-16:0/16:0);PC(O-18:0/14:0);PC(O-20:0/12:0),C40H82NO7P
126,723.4839,"PC(12:0/20:5(5Z,8Z,11Z,14Z,17Z));PC(14:1(9Z)/18:4(6Z,9Z,12Z,15Z));PC(18:4(6Z,9Z,12Z,15Z)/14:1(9Z));PC(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)",C40H70NO8P
127,725.4996,"PC(12:0/20:4(5Z,8Z,11Z,14Z));PC(14:0/18:4(6Z,9Z,12Z,15Z));PC(14:0/18:4(9E,11E,13E,15E));PC(14:1(9Z)/18:3(6Z,9Z,12Z));PC(14:1(9Z)/18:3(9Z,12Z,15Z));PC(16:0/16:4(2E,4E,12E,14E));PC(16:2(2E,4E)/16:2(2E,4E));PC(18:3(6Z,9Z,12Z)/14:1(9Z));PC(18:3(9Z,12Z,15Z)/14:1(9Z));PC(18:4(6Z,9Z,12Z,15Z)/14:0);PC(20:4(5Z,8Z,11Z,14Z)/12:0)",C40H72NO8P
128,725.5723,-,C42H80NO6P
