,MASS,COMMON_NAME,FORMULA
208,797.5571,"PC(16:0/20:4(5Z,8Z,10E,14Z)(12OH[S]));PC(16:0/20:4(6E,8Z,11Z,14Z)(5OH[S]))",C44H80NO9P
209,798.4167,PHDdiA-PI,C37H67O16P
210,806.4218,OKODA-PI,C39H67O15P
211,807.5414,"PE(18:0/22:6(4Z,7Z,10Z,12E,16Z,19Z)(14OH))",C45H78NO9P
212,808.4374,OHODA-PI,C39H69O15P
213,809.5207,PECPC,C44H76NO10P
214,811.5363,P-IsoPGA2-PC;P-IsoPGJ2-PC,C44H78NO10P
215,822.4167,OKDdiA-PI,C39H67O16P
216,824.4323,OHDdiA-PI,C39H69O16P
217,825.5884,"PC(18:0/20:4(5Z,8Z,10E,14Z)(12OH[S]))",C46H84NO9P
218,827.5313,PEIPC,C44H78NO11P
219,829.5469,P-IsoPGE2-PC;P-LGD2-PC;P-LGE2-PC,C44H80NO11P
220,831.5626,P-IsoPGF2-PC,C44H82NO11P
221,848.5051,PI(16:0/18:3;O),C43H77O14P
222,1480.9621,"CL(1'-[18:2(9Z,11E)(13OOH)/18:2(9Z,12Z)],3'- [18:2(9Z,12Z)/18:2(9Z,12Z)])",C81H142O19P2
223,1512.9519,"CL(1'-[18:2(8E,13E)(10OOH,12OOH)/18:2(9Z,12Z)],3'- [18:2(9Z,12Z)/18:2(9Z,12Z)]);CL(1'-[18:2(9Z,11E)(13OOH)/18:2(9Z,11E)(13OOH)],3'- [18:2(9Z,12Z)/18:2(9Z,12Z)])",C81H142O21P2
