,MASS,COMMON_NAME,FORMULA
66,700.4315,"PG(13:0/18:4(6Z,9Z,12Z,15Z));PG(18:4(6Z,9Z,12Z,15Z)/13:0)",C37H65O10P
67,702.4472,"PG(13:0/18:3(6Z,9Z,12Z));PG(13:0/18:3(9Z,12Z,15Z));PG(14:1(9Z)/17:2(9Z,12Z));PG(17:2(9Z,12Z)/14:1(9Z));PG(18:3(6Z,9Z,12Z)/13:0);PG(18:3(9Z,12Z,15Z)/13:0)",C37H67O10P
68,704.4628,"PG(13:0/18:2(9Z,12Z));PG(14:0/17:2(9Z,12Z));PG(14:1(9Z)/17:1(9Z));PG(15:1(9Z)/16:1(9Z));PG(16:1(9Z)/15:1(9Z));PG(17:1(9Z)/14:1(9Z));PG(17:2(9Z,12Z)/14:0);PG(18:2(9Z,12Z)/13:0)",C37H69O10P
69,704.4992,PG(P-16:0/16:1(9Z));PG(P-18:0/14:1(9Z)),C38H73O9P
70,706.4785,PG(12:0/19:1(9Z));PG(13:0/18:1(9Z));PG(14:0/16:0(9Cp));PG(14:0/17:1(9Z));PG(14:1(9Z)/17:0);PG(15:0/16:1(9Z));PG(15:1(9Z)/16:0);PG(16:0/15:1(9Z));PG(16:1(9Z)/15:0);PG(17:0/14:1(9Z));PG(17:1(9Z)/14:0);PG(18:1(9Z)/13:0);PG(19:1(9Z)/12:0),C37H71O10P
71,706.5149,PG(O-16:0/16:1(9Z));PG(O-18:0/14:1(9Z));PG(P-16:0/16:0);PG(P-18:0/14:0);PG(P-20:0/12:0),C38H75O9P
72,708.4941,PG(12:0/19:0);PG(13:0/18:0);PG(14:0/17:0);PG(15:0/16:0);PG(16:0/15:0);PG(17:0/14:0);PG(18:0/13:0);PG(19:0/12:0),C37H73O10P
73,708.5305,PG(O-16:0/16:0);PG(O-18:0/14:0);PG(O-20:0/12:0),C38H77O9P
74,712.4315,"PG(12:0/20:5(5Z,8Z,11Z,14Z,17Z));PG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z));PG(18:4(6Z,9Z,12Z,15Z)/14:1(9Z));PG(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)",C38H65O10P
75,714.4472,"PG(12:0/20:4(5Z,8Z,11Z,14Z));PG(14:0/18:4(6Z,9Z,12Z,15Z));PG(14:1(9Z)/18:3(6Z,9Z,12Z));PG(14:1(9Z)/18:3(9Z,12Z,15Z));PG(18:3(6Z,9Z,12Z)/14:1(9Z));PG(18:3(9Z,12Z,15Z)/14:1(9Z));PG(18:4(6Z,9Z,12Z,15Z)/14:0);PG(20:4(5Z,8Z,11Z,14Z)/12:0)",C38H67O10P
76,714.52,-,C40H75O8P
77,716.4628,"PG(12:0/20:3(8Z,11Z,14Z));PG(14:0/18:3(6Z,9Z,12Z));PG(14:0/18:3(9Z,12Z,15Z));PG(14:1(9Z)/18:2(9Z,12Z));PG(15:1(9Z)/17:2(9Z,12Z));PG(17:2(9Z,12Z)/15:1(9Z));PG(18:2(9Z,12Z)/14:1(9Z));PG(18:3(6Z,9Z,12Z)/14:0);PG(18:3(9Z,12Z,15Z)/14:0);PG(20:3(8Z,11Z,14Z)/12:0)",C38H69O10P
78,716.4992,"PG(P-16:0/17:2(9Z,12Z))",C39H73O9P
79,718.4785,"PG(12:0/20:2(11Z,14Z));PG(14:0/18:2(9Z,12Z));PG(14:1(9Z)/18:1(9Z));PG(15:0/17:2(9Z,12Z));PG(15:1(9Z)/17:1(9Z));PG(16:1(9Z)/16:1(9Z));PG(17:1(9Z)/15:1(9Z));PG(17:2(9Z,12Z)/15:0);PG(18:1(9Z)/14:1(9Z));PG(18:2(9Z,12Z)/14:0);PG(20:2(11Z,14Z)/12:0)",C38H71O10P
80,718.5149,"PG(O-16:0/17:2(9Z,12Z));PG(P-16:0/17:1(9Z));PG(P-18:0/15:1(9Z))",C39H75O9P
81,720.4941,PG(12:0/20:1(11Z));PG(13:0/19:1(9Z));PG(14:0/18:1(9Z));PG(14:1(9Z)/18:0);PG(15:0/16:0(9Cp));PG(15:0/17:1(9Z));PG(15:1(9Z)/17:0);PG(16:0/16:1(9Z));PG(16:1(9Z)/16:0);PG(17:0/15:1(9Z));PG(17:1(9Z)/15:0);PG(18:0/14:1(9Z));PG(18:1(9Z)/14:0);PG(19:1(9Z)/13:0);PG(20:1(11Z)/12:0),C38H73O10P
82,720.5305,PG(O-16:0/17:1(9Z));PG(O-18:0/15:1(9Z));PG(P-16:0/17:0);PG(P-18:0/15:0);PG(P-20:0/13:0),C39H77O9P
83,722.5098,PG(12:0/20:0);PG(13:0/19:0);PG(14:0/18:0);PG(15:0/17:0);PG(16:0/16:0);PG(17:0/15:0);PG(18:0/14:0);PG(19:0/13:0);PG(20:0/12:0),C38H75O10P
84,722.5462,PG(O-16:0/17:0);PG(O-18:0/15:0);PG(O-20:0/13:0),C39H79O9P
85,726.4472,"PG(13:0/20:5(5Z,8Z,11Z,14Z,17Z));PG(15:1(9Z)/18:4(6Z,9Z,12Z,15Z));PG(18:4(6Z,9Z,12Z,15Z)/15:1(9Z));PG(20:5(5Z,8Z,11Z,14Z,17Z)/13:0)",C39H67O10P
86,726.4836,"PG(P-16:0/18:4(6Z,9Z,12Z,15Z))",C40H71O9P
87,728.4628,"PG(13:0/20:4(5Z,8Z,11Z,14Z));PG(15:0/18:4(6Z,9Z,12Z,15Z));PG(15:1(9Z)/18:3(6Z,9Z,12Z));PG(15:1(9Z)/18:3(9Z,12Z,15Z));PG(18:3(6Z,9Z,12Z)/15:1(9Z));PG(18:3(9Z,12Z,15Z)/15:1(9Z));PG(18:4(6Z,9Z,12Z,15Z)/15:0);PG(20:4(5Z,8Z,11Z,14Z)/13:0)",C39H69O10P
88,728.4992,"-;PG(O-16:0/18:4(6Z,9Z,12Z,15Z));PG(P-16:0/18:3(6Z,9Z,12Z));PG(P-16:0/18:3(9Z,12Z,15Z))",C40H73O9P
89,730.4785,"PG(13:0/20:3(8Z,11Z,14Z));PG(15:0/18:3(6Z,9Z,12Z));PG(15:0/18:3(9Z,12Z,15Z));PG(15:1(9Z)/18:2(9Z,12Z));PG(16:1(9Z)/17:2(9Z,12Z));PG(17:2(9Z,12Z)/16:1(9Z));PG(18:2(9Z,12Z)/15:1(9Z));PG(18:3(6Z,9Z,12Z)/15:0);PG(18:3(9Z,12Z,15Z)/15:0);PG(20:3(8Z,11Z,14Z)/13:0)",C39H71O10P
90,730.5149,"PG(O-16:0/18:3(6Z,9Z,12Z));PG(O-16:0/18:3(9Z,12Z,15Z));PG(P-16:0/18:2(9Z,12Z))",C40H75O9P
91,732.4941,"PG(13:0/20:2(11Z,14Z));PG(14:1(9Z)/19:1(9Z));PG(15:0/18:2(9Z,12Z));PG(15:1(9Z)/18:1(9Z));PG(16:0/17:2(9Z,12Z));PG(16:1(9Z)/17:1(9Z));PG(17:1(9Z)/16:1(9Z));PG(17:2(9Z,12Z)/16:0);PG(18:1(9Z)/15:1(9Z));PG(18:2(9Z,12Z)/15:0);PG(19:1(9Z)/14:1(9Z));PG(20:2(11Z,14Z)/13:0)",C39H73O10P
92,732.5305,"PG(O-16:0/18:2(9Z,12Z));PG(P-16:0/18:1(9Z));PG(P-18:0/16:1(9Z));PG(P-20:0/14:1(9Z))",C40H77O9P
93,734.5098,PG(13:0/20:1(11Z));PG(14:0/19:1(9Z));PG(14:1(9Z)/19:0);PG(15:0/18:1(9Z));PG(15:1(9Z)/18:0);PG(16:0/16:0(9Cp));PG(16:0/17:1(9Z));PG(16:1(9Z)/17:0);PG(17:0/16:1(9Z));PG(17:1(9Z)/16:0);PG(18:0/15:1(9Z));PG(18:1(9Z)/15:0);PG(19:0/14:1(9Z));PG(19:1(9Z)/14:0);PG(20:1(11Z)/13:0),C39H75O10P
94,734.5462,PG(O-16:0/18:1(9Z));PG(O-18:0/16:1(9Z));PG(O-20:0/14:1(9Z));PG(P-16:0/18:0);PG(P-18:0/16:0);PG(P-20:0/14:0),C40H79O9P
95,736.5254,PG(12:0/21:0);PG(13:0/20:0);PG(14:0/19:0);PG(15:0/18:0);PG(16:0/17:0);PG(17:0/16:0);PG(18:0/15:0);PG(19:0/14:0);PG(20:0/13:0);PG(21:0/12:0),C39H77O10P
96,736.5618,PG(O-16:0/18:0);PG(O-18:0/16:0);PG(O-20:0/14:0),C40H81O9P
97,738.4472,"PG(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));PG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));PG(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z));PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0)",C40H67O10P
